REGN;C1_2;C2_2
67;СФР2;317,00
67;СПР0;2486,00
67;ФР0;634,00
67;ОФР0;317,00
67;ТР;0,00
67;ОТР;0,00
67;ДТР;0,00
67;ГВР(ТР);0,00
67;ГВР(ВР);0,00
67;ГВР(ПР);0,00
67;ГВР(ФР);0,00
67;СФР0;317,00
67;ВР;27144,00
77;Ар1.0;867717,00
77;Ар1.1;867717,00
77;Ар1.2;867717,00
77;Ар2.0;43058,00
77;Ар2.1;43058,00
77;Ар2.2;43058,00
77;Ар3.0;92496,00
77;Ар3.1;92496,00
77;Ар3.2;92496,00
77;Ар4.0;8968151,00
77;Ар4.1;8706056,00
77;Ар4.2;8706056,00
77;Ар5.0;0,00
77;Ар5.1;0,00
77;Ар5.2;0,00
77;Ариск0;867717,00
77;БК;245015,00
77;Кф;0,94
77;Кинс;0,00
77;Крд;1408717,00
77;КРФмп0;0,00
77;КРФрп0;0,00
77;КРФсп0;0,00
77;КРФмп1;0,00
77;КРФрп1;0,00
77;КРФсп1;0,00
77;КРФмп2;0,00
77;КРФрп2;0,00
77;КРФсп2;0,00
77;Крис;5291,00
77;Кскр;8569373,00
77;Лам;3082489,00
77;Лат;5304541,00
77;ОД;1109133,00
77;Овм;4213421,00
77;Овт;6444516,00
77;ПК0;2572524,00
77;ПК1;2572524,00
77;ПК2;2572524,00
77;РР0;232269,00
77;РР1;232269,00
77;РР2;232269,00
77;ПР0;7906,90
77;ПР1;7906,90
77;ОПР1;2843,56
77;СПР1;5063,34
77;ФР1;0,00
77;ОФР1;0,00
77;СФР1;0,00
77;ОПР0;2843,56
77;ПР2;7906,90
77;ОПР2;2843,56
77;СПР2;5063,34
77;ФР2;0,00
77;ОФР2;0,00
77;СФР2;0,00
77;СПР0;5063,34
77;ФР0;0,00
77;ОФР0;0,00
77;ТР;0,00
77;ОТР;0,00
77;ДТР;0,00
77;ГВР(ТР);0,00
77;ГВР(ВР);0,00
77;ГВР(ПР);0,00
77;ГВР(ФР);0,00
77;СФР0;0,00
77;ВР;10674,62
85;Ар1.0;395914,00
85;Ар1.2;395914,00
85;Ар2.0;1,00
85;Ар2.2;1,00
85;Ар4.0;704451,00
85;Ар4.2;695524,00
85;Ариск0;395914,00
85;БК;248,00
85;Кф;1,00
85;Лам;212661,00
85;Лат;438059,00
85;Овт;243786,00
85;ПК0;36648,00
85;ПК2;36648,00
85;РР0;16645,00
85;РР2;16645,00
85;ПР0;0,00
85;ПР1;0,00
85;ОПР1;0,00
85;СПР1;0,00
85;ФР1;0,00
85;ОФР1;0,00
85;СФР1;0,00
85;ОПР0;0,00
85;ПР2;0,00
85;ОПР2;0,00
85;СПР2;0,00
85;ФР2;0,00
85;ОФР2;0,00
85;СФР2;0,00
85;СПР0;0,00
85;ФР0;0,00
85;ОФР0;0,00
85;ТР;486,00
85;ОТР;405,00
85;ДТР;81,00
85;ГВР(ТР);0,00
85;ГВР(ВР);0,00
85;ГВР(ПР);0,00
85;ГВР(ФР);0,00
85;СФР0;0,00
85;ВР;845,61
101;Ар1.0;7237077,00
101;Ар1.1;7237077,00
101;Ар1.2;7237077,00
101;Ар2.0;148712,00
101;Ар2.1;148712,00
101;Ар2.2;148712,00
101;Ар3.0;57391,00
101;Ар3.1;57391,00
101;Ар3.2;57391,00
101;Ар4.0;6409217,00
101;Ар4.1;6409217,00
101;Ар4.2;6409217,00
101;Ар5.0;0,00
101;Ар5.1;0,00
101;Ар5.2;0,00
101;Ариск0;7247013,00
101;БК;330488,00
101;Кф;0,97
101;Кинс;8,00
101;Крд;2055953,00
101;КРФмп0;0,00
101;КРФрп0;0,00
101;КРФсп0;0,00
101;КРФмп1;0,00
101;КРФрп1;0,00
101;КРФсп1;0,00
101;КРФмп2;0,00
101;КРФрп2;0,00
101;КРФсп2;0,00
101;Крис;24042,00
101;Кскр;14931375,00
101;Лам;38859868,00
101;Лат;54951375,00
101;ОД;1080178,00
101;Овм;41211611,00
101;Овт;43287885,00
101;ПК0;2060940,00
101;ПК1;2060940,00
101;ПК2;2060940,00
101;РР0;3605750,00
101;РР1;3605750,00
101;РР2;3605750,00
101;ПР0;287260,00
101;ПР1;287260,00
101;ОПР1;46909,00
101;СПР1;240351,00
101;ФР1;1200,00
101;ОФР1;600,00
101;СФР1;600,00
101;ОПР0;46909,00
101;ПР2;287260,00
101;ОПР2;46909,00
101;СПР2;240351,00
101;ФР2;1200,00
101;ОФР2;600,00
101;СФР2;600,00
101;СПР0;240351,00
101;ФР0;1200,00
101;ОФР0;600,00
101;ТР;0,00
101;ОТР;0,00
101;ДТР;0,00
101;ГВР(ТР);0,00
101;ГВР(ВР);0,00
101;ГВР(ПР);0,00
101;ГВР(ФР);0,00
101;СФР0;600,00
101;ВР;0,00
106;Ар1.0;243917,00
106;Ар1.2;243917,00
106;Ар2.0;201711,00
106;Ар2.2;201711,00
106;Ар3.0;0,00
106;Ар3.2;0,00
106;Ар4.0;860150,00
106;Ар4.2;838984,00
106;Ар5.0;0,00
106;Ар5.2;0,00
106;Ариск0;243917,00
106;БК;1348,00
106;Кф;1,02
106;Лам;1195183,00
106;Лат;1453486,00
106;Овт;1403229,00
106;ПК0;33197,00
106;ПК2;33197,00
106;РР0;43650,00
106;РР2;43650,00
106;ПР0;0,00
106;ПР1;0,00
106;ОПР1;0,00
106;СПР1;0,00
106;ФР1;0,00
106;ОФР1;0,00
106;СФР1;0,00
106;ОПР0;0,00
106;ПР2;0,00
106;ОПР2;0,00
106;СПР2;0,00
106;ФР2;0,00
106;ОФР2;0,00
106;СФР2;0,00
106;СПР0;0,00
106;ФР0;0,00
106;ОФР0;0,00
106;СФР0;0,00
106;ВР;3492,00
121;Ар1.0;41067336,00
121;Ар1.1;41067336,00
121;Ар1.2;41067336,00
121;Ар2.0;348176,00
121;Ар2.1;348176,00
121;Ар2.2;348176,00
121;Ар3.0;0,00
121;Ар3.1;0,00
121;Ар3.2;0,00
121;Ар4.0;11123954,00
121;Ар4.1;11123954,00
121;Ар4.2;11123954,00
121;Ар5.0;0,00
121;Ар5.1;0,00
121;Ар5.2;0,00
121;Ариск0;53623680,00
121;БК;0,00
121;Кф;0,99
121;Кинс;0,00
121;Крд;4864091,00
121;КРФмп0;0,00
121;КРФрп0;0,00
121;КРФсп0;0,00
121;КРФмп1;0,00
121;КРФрп1;0,00
121;КРФсп1;0,00
121;КРФмп2;0,00
121;КРФрп2;0,00
121;КРФсп2;0,00
121;Крис;2768,00
121;Кскр;23323477,00
121;Лам;10115586,00
121;Лат;19408459,00
121;ОД;583290,00
121;Овм;11587104,00
121;Овт;23157114,00
121;ПК0;4659588,00
121;ПК1;4659588,00
121;ПК2;4659588,00
121;РР0;71849488,00
121;РР1;71849488,00
121;РР2;71849488,00
121;ПР0;3214191,00
121;ПР1;3214191,00
121;ОПР1;2063385,00
121;СПР1;1150806,00
121;ФР1;2533677,00
121;ОФР1;1326024,00
121;СФР1;1207653,00
121;ОПР0;2063385,00
121;ПР2;3214191,00
121;ОПР2;2063385,00
121;СПР2;1150806,00
121;ФР2;2533677,00
121;ОФР2;1326024,00
121;СФР2;1207653,00
121;СПР0;1150806,00
121;ФР0;2533677,00
121;ОФР0;1326024,00
121;ТР;91,00
121;ОТР;76,00
121;ДТР;15,00
121;ГВР(ТР);0,00
121;ГВР(ВР);0,00
121;ГВР(ПР);0,00
121;ГВР(ФР);0,00
121;СФР0;1207653,00
121;ВР;0,00
170;Ар1.0;8301423,00
170;Ар1.1;8301423,00
170;Ар1.2;8301423,00
170;Ар2.0;10363,00
170;Ар2.1;10363,00
170;Ар2.2;10363,00
170;Ар3.0;22461,00
170;Ар3.1;22461,00
170;Ар3.2;22461,00
170;Ар4.0;96125912,00
170;Ар4.1;96125912,00
170;Ар4.2;96125912,00
170;Ар5.0;0,00
170;Ар5.1;0,00
170;Ар5.2;0,00
170;Ариск0;8301423,00
170;БК;334668,00
170;Кф;0,90
170;Кинс;0,00
170;Крд;34197817,00
170;КРФмп0;0,00
170;КРФрп0;0,00
170;КРФсп0;0,00
170;КРФмп1;0,00
170;КРФрп1;0,00
170;КРФсп1;0,00
170;КРФмп2;0,00
170;КРФрп2;0,00
170;КРФсп2;0,00
170;Крис;628,00
170;Кскр;10705744,00
170;Лам;8764588,00
170;Лат;14100021,00
170;ОД;38043180,00
170;Овм;4820595,00
170;Овт;11858622,00
170;ПК0;195412,00
170;ПК1;195412,00
170;ПК2;195412,00
170;РР0;945150,00
170;РР1;945150,00
170;РР2;945150,00
170;ПР0;75612,00
170;ПР1;75612,00
170;ОПР1;75612,00
170;СПР1;0,00
170;ФР1;0,00
170;ОФР1;0,00
170;СФР1;0,00
170;ОПР0;75612,00
170;ПР2;75612,00
170;ОПР2;75612,00
170;СПР2;0,00
170;ФР2;0,00
170;ОФР2;0,00
170;СФР2;0,00
170;СПР0;0,00
170;ФР0;0,00
170;ОФР0;0,00
170;ТР;0,00
170;ОТР;0,00
170;ДТР;0,00
170;ГВР(ТР);0,00
170;ГВР(ВР);0,00
170;ГВР(ПР);0,00
170;ГВР(ФР);0,00
170;СФР0;0,00
170;ВР;0,00
212;Ар1.0;5406190,00
212;Ар1.1;5406190,00
212;Ар1.2;5406190,00
212;Ар2.0;418699,00
212;Ар2.1;418699,00
212;Ар2.2;418699,00
212;Ар3.0;61158,00
212;Ар3.1;61158,00
212;Ар3.2;61158,00
212;Ар4.0;6414093,00
212;Ар4.1;6375688,00
212;Ар4.2;6375688,00
212;Ар5.0;0,00
212;Ар5.1;0,00
212;Ар5.2;0,00
212;Ариск0;5912827,00
212;Кф;0,99
212;Кинс;21069,00
212;Крд;2712823,00
212;КРФмп0;0,00
212;КРФрп0;0,00
212;КРФсп0;117093,00
212;КРФмп1;0,00
212;КРФрп1;0,00
212;КРФсп1;117093,00
212;КРФмп2;0,00
212;КРФрп2;0,00
212;КРФсп2;117093,00
212;Крис;4923,00
212;Кскр;4884765,00
212;Лам;3672860,00
212;Лат;7970608,00
212;ОД;2482332,00
212;Овм;4458201,00
212;Овт;4973518,00
212;ПК0;470572,00
212;ПК1;470572,00
212;ПК2;470572,00
212;РР0;50164,00
212;РР1;50164,00
212;РР2;50164,00
212;ПР0;3991,68
212;ПР1;3991,68
212;ОПР1;3582,28
212;СПР1;409,40
212;ФР1;0,00
212;ОФР1;0,00
212;СФР1;0,00
212;ОПР0;3582,28
212;ПР2;3991,68
212;ОПР2;3582,28
212;СПР2;409,40
212;ФР2;0,00
212;ОФР2;0,00
212;СФР2;0,00
212;СПР0;409,40
212;ФР0;0,00
212;ОФР0;0,00
212;ТР;21,38
212;ОТР;17,82
212;ДТР;3,56
212;СФР0;0,00
212;ВР;0,00
232;Ар1.0;498239,00
232;Ар1.1;498239,00
232;Ар1.2;498239,00
232;Ар2.0;593368,00
232;Ар2.1;593368,00
232;Ар2.2;593368,00
232;Ар4.0;1855684,00
232;Ар4.1;1691008,00
232;Ар4.2;1691008,00
232;Ариск0;498239,00
232;Кф;0,99
232;Крд;1008894,00
232;Крис;11478,00
232;Кскр;231599,00
232;Лам;3621596,00
232;Лат;3656022,00
232;ОД;93602,00
232;Овм;1962693,00
232;Овт;2289337,00
232;ПК0;41895,00
232;ПК1;41895,00
232;ПК2;41895,00
232;ПР0;0,00
232;ПР1;0,00
232;ОПР1;0,00
232;СПР1;0,00
232;ФР1;0,00
232;ОФР1;0,00
232;СФР1;0,00
232;ОПР0;0,00
232;ПР2;0,00
232;ОПР2;0,00
232;СПР2;0,00
232;ФР2;0,00
232;ОФР2;0,00
232;СФР2;0,00
232;СПР0;0,00
232;ФР0;0,00
232;ОФР0;0,00
232;ТР;0,00
232;ОТР;0,00
232;ДТР;0,00
232;ГВР(ТР);0,00
232;ГВР(ВР);0,00
232;ГВР(ПР);0,00
232;ГВР(ФР);0,00
232;СФР0;0,00
232;ВР;0,00
236;Ар1.0;216796,00
236;Ар1.2;216796,00
236;Ар2.0;19807,00
236;Ар2.2;19807,00
236;Ар3.0;0,00
236;Ар3.2;0,00
236;Ар4.0;311605,00
236;Ар4.2;122815,00
236;Ар5.0;0,00
236;Ар5.2;0,00
236;Ариск0;216796,00
236;БК;9005,00
236;Кф;0,99
236;КРФмп0;0,00
236;КРФрп0;0,00
236;КРФсп0;0,00
236;КРФмп2;0,00
236;КРФрп2;0,00
236;КРФсп2;0,00
236;Лам;283553,00
236;Лат;452225,00
236;Овт;361821,00
236;ПК0;373779,00
236;ПК2;373779,00
236;РР0;43047,00
236;РР2;43047,00
236;ПР0;0,00
236;ПР1;0,00
236;ОПР1;0,00
236;СПР1;0,00
236;ФР1;0,00
236;ОФР1;0,00
236;СФР1;0,00
236;ОПР0;0,00
236;ПР2;0,00
236;ОПР2;0,00
236;СПР2;0,00
236;ФР2;0,00
236;ОФР2;0,00
236;СФР2;0,00
236;СПР0;0,00
236;ФР0;0,00
236;ОФР0;0,00
236;ТР;0,00
236;ОТР;0,00
236;ДТР;0,00
236;ГВР(ТР);0,00
236;ГВР(ВР);0,00
236;ГВР(ПР);0,00
236;ГВР(ФР);0,00
236;СФР0;0,00
236;ВР;3443,76
249;Ар1.0;2199222,00
249;Ар1.1;2199222,00
249;Ар1.2;2199222,00
249;Ар2.0;63300,00
249;Ар2.1;63300,00
249;Ар2.2;63300,00
249;Ар3.0;415,00
249;Ар3.1;415,00
249;Ар3.2;415,00
249;Ар4.0;14626219,00
249;Ар4.1;14565855,00
249;Ар4.2;14565855,00
249;Ар5.0;0,00
249;Ар5.1;0,00
249;Ар5.2;0,00
249;Ариск0;2199222,00
249;БК;92375,00
249;Кф;1,00
249;Кинс;0,00
249;Крд;11380319,00
249;Крис;35487,00
249;Кскр;5307622,00
249;Лам;5650323,00
249;Лат;6870640,00
249;ОД;3027433,00
249;Овм;3972669,00
249;Овт;6839156,00
249;ПК0;2103765,00
249;ПК1;2103765,00
249;ПК2;2103765,00
249;РР0;2681688,00
249;РР1;2681688,00
249;РР2;2681688,00
249;ПР0;165456,68
249;ПР1;165456,68
249;ОПР1;104434,78
249;СПР1;61021,90
249;ФР1;26872,06
249;ОФР1;13436,03
249;СФР1;13436,03
249;ОПР0;104434,78
249;ПР2;165456,68
249;ОПР2;104434,78
249;СПР2;61021,90
249;ФР2;26872,06
249;ОФР2;13436,03
249;СФР2;13436,03
249;СПР0;61021,90
249;ФР0;26872,06
249;ОФР0;13436,03
249;ТР;0,00
249;ОТР;0,00
249;ДТР;0,00
249;ГВР(ТР);0,00
249;ГВР(ВР);0,00
249;ГВР(ПР);0,00
249;ГВР(ФР);0,00
249;СФР0;13436,03
249;ВР;22206,29
254;Ар1.0;1363755,00
254;Ар1.1;1363755,00
254;Ар1.2;1363755,00
254;Ар2.0;387612,00
254;Ар2.1;387612,00
254;Ар2.2;387612,00
254;Ар3.0;11365,00
254;Ар3.1;11365,00
254;Ар3.2;11365,00
254;Ар4.0;12489831,00
254;Ар4.1;12343355,00
254;Ар4.2;12343355,00
254;Ариск0;1363755,00
254;Кф;1,02
254;Крд;5482894,00
254;Крис;36880,00
254;Кскр;6282619,00
254;Лам;3463433,00
254;Лат;6519711,00
254;ОД;3023314,00
254;Овм;6074831,00
254;Овт;7483976,00
254;ПК0;1253456,00
254;ПК1;1253456,00
254;ПК2;1253456,00
254;РР0;4296794,00
254;РР1;4296794,00
254;РР2;4296794,00
254;ПР0;335286,62
254;ПР1;335286,62
254;ОПР1;74366,81
254;СПР1;260919,81
254;ФР1;101,74
254;ОФР1;50,87
254;СФР1;50,87
254;ОПР0;74366,81
254;ПР2;335286,62
254;ОПР2;74366,81
254;СПР2;260919,81
254;ФР2;101,74
254;ОФР2;50,87
254;СФР2;50,87
254;СПР0;260919,81
254;ФР0;101,74
254;ОФР0;50,87
254;ТР;8355,12
254;ОТР;6962,60
254;ДТР;1392,52
254;СФР0;50,87
254;ВР;0,00
256;Ар1.0;2112068,00
256;Ар1.1;2112068,00
256;Ар1.2;2112068,00
256;Ар2.0;1802,00
256;Ар2.1;1802,00
256;Ар2.2;1802,00
256;Ар3.0;117424,00
256;Ар3.1;117424,00
256;Ар3.2;117424,00
256;Ар4.0;853638,00
256;Ар4.1;793661,00
256;Ар4.2;793661,00
256;Ар5.0;0,00
256;Ар5.1;0,00
256;Ар5.2;0,00
256;Ариск0;2112068,00
256;БК;0,00
256;Кф;0,96
256;Кинс;0,00
256;Крд;232191,00
256;КРФмп0;0,00
256;КРФрп0;0,00
256;КРФсп0;0,00
256;КРФмп1;0,00
256;КРФрп1;0,00
256;КРФсп1;0,00
256;КРФмп2;0,00
256;КРФрп2;0,00
256;КРФсп2;0,00
256;Крис;18816,00
256;Кскр;2445860,00
256;Лам;1855911,00
256;Лат;5276880,00
256;ОД;90000,00
256;Овм;1969769,00
256;Овт;2000066,00
256;ПК0;17575,00
256;ПК1;17575,00
256;ПК2;17575,00
256;РР0;3495042,00
256;РР1;3495042,00
256;РР2;3495042,00
256;ПР0;279603,35
256;ПР1;279603,35
256;ОПР1;263982,85
256;СПР1;15620,50
256;ФР1;0,00
256;ОФР1;0,00
256;СФР1;0,00
256;ОПР0;263982,85
256;ПР2;279603,35
256;ОПР2;263982,85
256;СПР2;15620,50
256;ФР2;0,00
256;ОФР2;0,00
256;СФР2;0,00
256;СПР0;15620,50
256;ФР0;0,00
256;ОФР0;0,00
256;ТР;0,00
256;ОТР;0,00
256;ДТР;0,00
256;ГВР(ТР);0,00
256;ГВР(ВР);0,00
256;ГВР(ПР);0,00
256;ГВР(ФР);0,00
256;СФР0;0,00
256;ВР;0,00
272;Ар1.0;130876,00
272;Ар1.2;130876,00
272;Ар2.0;895,00
272;Ар2.2;895,00
272;Ар3.0;0,00
272;Ар3.2;0,00
272;Ар4.0;1139225,00
272;Ар4.2;952200,00
272;Ар5.0;0,00
272;Ар5.2;0,00
272;Ариск0;130876,00
272;БК;0,00
272;Кф;1,00
272;КРФмп0;0,00
272;КРФрп0;0,00
272;КРФсп0;0,00
272;КРФмп2;0,00
272;КРФрп2;0,00
272;КРФсп2;0,00
272;Лам;249184,00
272;Лат;465529,00
272;Овт;437255,00
272;ПК0;55132,00
272;ПК2;55132,00
272;РР0;23736,00
272;РР2;23736,00
272;ПР0;0,00
272;ПР1;0,00
272;ОПР1;0,00
272;СПР1;0,00
272;ФР1;0,00
272;ОФР1;0,00
272;СФР1;0,00
272;ОПР0;0,00
272;ПР2;0,00
272;ОПР2;0,00
272;СПР2;0,00
272;ФР2;0,00
272;ОФР2;0,00
272;СФР2;0,00
272;СПР0;0,00
272;ФР0;0,00
272;ОФР0;0,00
272;ТР;0,00
272;ОТР;0,00
272;ДТР;0,00
272;ГВР(ТР);0,00
272;ГВР(ВР);0,00
272;ГВР(ПР);0,00
272;ГВР(ФР);0,00
272;СФР0;0,00
272;ВР;1898,88
312;Ар1.0;1787545,00
312;Ар1.1;1787545,00
312;Ар1.2;1787545,00
312;Ар2.0;651,00
312;Ар2.1;651,00
312;Ар2.2;651,00
312;Ар4.0;1565110,00
312;Ар4.1;1562053,00
312;Ар4.2;1562053,00
312;Ариск0;1787545,00
312;БК;108148,00
312;Кф;0,98
312;Крд;682714,00
312;Крис;8824,00
312;Кскр;1887637,00
312;Лам;386651,00
312;Лат;1961431,00
312;ОД;43812,00
312;Овм;309726,00
312;Овт;681860,00
312;ПК0;725120,00
312;ПК1;725120,00
312;ПК2;725120,00
312;РР0;469099,00
