,Ар1.0,Ар1.1,Ар1.2,Ар2.0,Ар2.1,Ар2.2,Ар3.0,Ар3.1,Ар3.2,Ар4.0,Ар4.1,Ар4.2,Ар5.0,Ар5.1,Ар5.2,Ариск0,БК,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Крис,Кскр,Лам,Лат,ОД,Овм,Овт,ПК0,ПК1,ПК2,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
1,"128465905,00","128465905,00","128465905,00","30467502,00","30467502,00","30467502,00","197010,00","197010,00","197010,00","802100547,00","793113526,00","793113526,00","1302,00","1302,00","1302,00","128465905,00","19660550,00","1,00","7200101,00","443400932,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","328003,00","386733474,00","239317720,00","416769860,00","145309188,00","358624070,00","538526787,00","48258035,00","48258035,00","48258035,00","73085828,00","73085828,00","73085828,00","4574673,91","4574673,91","4548422,38","26251,53","0,00","0,00","0,00","4548422,38","4574673,91","4548422,38","26251,53","0,00","0,00","0,00","26251,53","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1272192,33",,,,,,,,
1000,"1368280982,00","1368280982,00","1368280982,00","105422778,00","105422778,00","105422778,00","3808840,00","3808840,00","3808840,00","8499028590,00","8539547258,00","8539247258,00","4248533,00","4248533,00","4248533,00","1631559301,00","291288268,00","1,00","244050783,00","6947685660,00","0,00","0,00","63939799,00","0,00","0,00","63939799,00","0,00","0,00","63939799,00","4854661,00","3634222011,00","1048321140,00","1865902296,00","1255674007,00","2978286142,00","5116628519,00","1385509157,00","1385543759,00","1385509157,00","550688447,00","550688447,00","550688447,00","24934871,31","24934871,31","17708053,50","7226817,81","4669352,62","2334676,31","2334676,31","17708053,50","24934871,31","17708053,50","7226817,81","4669352,62","2334676,31","2334676,31","7226817,81","4669352,62","2334676,31","8530790,41","3321776,52","5209013,89","0,00","119050,35","0,00","0,00","2334676,31","5920061,43",,,,,,,,
101,"7912846,00","7912846,00","7912846,00","173612,00","173612,00","173612,00","0,00","0,00","0,00","3923866,00","3923866,00","3923866,00","0,00","0,00","0,00","14208511,00","487258,00","0,94","0,00","1666754,00",,,,,,,,,,"53926,00","9887229,00","30835344,00","37652590,00","590750,00","32360668,00","35472420,00","1577668,00","1577668,00","1577668,00","15337988,00","15337988,00","15337988,00","1225893,00","1225893,00","391934,00","833959,00","1146,00","573,00","573,00","391934,00","1225893,00","391934,00","833959,00","1146,00","573,00","573,00","833959,00","1146,00","573,00",,,,,,,,"573,00","0,00",,,,,,,,
1016,"424587,00",,"424587,00","2882,00",,"2882,00","6441,00",,"6441,00","235252,00",,"226832,00",,,,"424587,00",,"1,00",,,,,,,,,,,,,,"436519,00","531434,00",,,"172354,00","182081,00",,"182081,00","218460,00",,"218460,00","10511,11","10511,11","2771,33","7739,78","5515,20","2757,60","2757,60","2771,33","10511,11","2771,33","7739,78","5515,20","2757,60","2757,60","7739,78","5515,20","2757,60",,,,,,,,"2757,60","1450,51",,,,,,,,
1027,"671637,00","671637,00","671637,00","26224,00","26224,00","26224,00",,,,"585485,00","367094,00","367094,00",,,,"1360872,00",,"1,02",,"241633,00",,,,,,,,,,"15196,00","14239,00","890856,00","1186467,00",,"664701,00","774627,00","120846,00","120846,00","120846,00","82875,00","82875,00","82875,00","5972,00","5972,00","5972,00","0,00","658,00","329,00","329,00","5972,00","5972,00","5972,00","0,00","658,00","329,00","329,00","0,00","658,00","329,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","329,00","0,00",,,,,,,,
1046,"216102,00",,"216102,00","30000,00",,"30000,00",,,,"125410,00",,"125145,00",,,,"216102,00",,"1,00",,,,,,,,,,,,,,,"370476,00",,,"240803,00","183761,00",,"183761,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1049,"2405823,00","2405823,00","2405823,00","142729,00","142729,00","142729,00",,,,"4628940,00","4407156,00","4407156,00",,,,"2405823,00",,"0,99",,"2378556,00",,,,,,,,,,"26066,00","1245907,00","1177475,00","3185612,00","1613124,00","2442483,00","3002388,00","240116,00","240116,00","240116,00","4,00","4,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,34","0,28","0,06","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1050,"428520,00",,"428520,00",,,,,,,"1171599,00",,"1157041,00",,,,"428520,00",,"1,00",,,,,,,,,,,,,,"426088,00","472015,00",,,"306807,00","362088,00",,"362088,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1052,"310067,00",,"310067,00","4436,00",,"4436,00","0,00",,"0,00","544870,00",,"544870,00","0,00",,"0,00","310067,00","0,00","1,00",,,"0,00","0,00","0,00",,,,"0,00","0,00","0,00",,,"291454,00","443842,00",,,"533472,00","88444,00",,"88444,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
106,"1311582,00",,"1311582,00","142921,00",,"142921,00",,,,"959918,00",,"938752,00",,,,"1311582,00","3393,00","0,99",,,,,,,,,,,,,,"2323616,00","2815457,00",,,"2302269,00","33290,00",,"33290,00","20163,00",,"20163,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,"0,00","1613,00",,,,,,,,
1067,"2162746,00","2162746,00","2162746,00","24310,00","24310,00","24310,00","22304,00","22304,00","22304,00","8304613,00","8294261,00","8294261,00",,,,"2162746,00",,"0,95",,"4057725,00",,,,,,,,,,"6492,00","13078592,00","2277661,00","2693129,00","351379,00","3223865,00","4017373,00","1416125,00","1416125,00","1416125,00","92927,00","92927,00","92927,00","6121,93","6121,93","3884,97","2236,96",,,,"3884,97","6121,93","3884,97","2236,96",,,,"2236,96",,,"1312,23","6,94","1305,29",,,,,,,,,,,,,,
1068,"1538356,00",,"1538356,00","102705,00",,"102705,00","0,00",,"0,00","494028,00",,"494028,00","0,00",,"0,00","1538356,00","13653,00","1,00",,,,,,,,,,,,,,"1094954,00","2116742,00",,,"789573,00","131459,00",,"131459,00","0,00",,"0,00","0,00","0,00",,,"0,00",,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1071,"442951,00",,"442951,00","2738,00",,"2738,00",,,,"339085,00",,"287786,00",,,,"442951,00","45478,00","1,00",,,,,,,,,,,,,,"569667,00","1067924,00",,,"750920,00","423635,00",,"423635,00","148611,00",,"148611,00","10724,79","10724,79","1882,44","8842,35","0,00","0,00","0,00","1882,44","10724,79","1882,44","8842,35","0,00","0,00","0,00","8842,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1164,08",,,,,,,,
1087,"4297745,00","4297745,00","4297745,00","1957670,00","1957670,00","1957670,00",,,,"807180,00","798732,00","798732,00",,,,"4297745,00","13718,00","1,00",,"9436,00",,,,,,,,,,"2747,00","291417,00","10506621,00","14992369,00","37046,00","13652775,00","13655950,00",,,,"288636,00","288636,00","288636,00","15750,25","15750,25","13556,95","2193,30",,,,"13556,95","15750,25","13556,95","2193,30",,,,"2193,30",,,,,,,,,,,"7340,65",,,,,,,,
1114,"509498,00",,"509498,00","813,00",,"813,00",,,,"524004,00",,"410318,00",,,,"509498,00",,"1,00",,,,,,,,,,,,,,,"532978,00",,,"396699,00","120317,00",,"120317,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1115,"442614,00",,"442614,00","179853,00",,"179853,00",,,,"769409,00",,"769407,00",,,,"442614,00",,"1,00",,,,,,,,,,,,,,,"1227869,00",,,"542332,00","173570,00",,"173570,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"8240748,00","8240748,00","8240748,00","161633,00","161633,00","161633,00","0,00","0,00","0,00","4072549,00","4072549,00","4072549,00","0,00","0,00","0,00","8240748,00","0,00","1,00","980,00","2543069,00",,,,,,,,,,"2656,00","0,00","1717676,00","1819948,00","7222653,00","1319652,00","2467526,00","141262,00","141262,00","141262,00","41557,00","41557,00","41557,00","164,11","164,11","89,75","74,36","0,00","0,00","0,00","89,75","164,11","89,75","74,36","0,00","0,00","0,00","74,36","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3160,46",,,,,,,,
1136,"532855,00",,"532855,00","821,00",,"821,00",,,,"979223,00",,"897187,00",,,,"532855,00",,"0,99",,,,,,,,,,,,,,"537444,00","914292,00",,,"647520,00","201847,00",,"201847,00","8504,00",,"8504,00",,,,,,,,,,,,,,,,,,,,,,,,,,"680,32",,,,,,,,
1143,"498621,00",,"498621,00","15297,00",,"15297,00","0,00",,"0,00","1105521,00",,"1105521,00","0,00",,"0,00","498621,00","0,00","1,00",,,"0,00","0,00","0,00",,,,"0,00","0,00","0,00",,,"1932949,00","2474452,00",,,"1443017,00","0,00",,"0,00","1247300,00",,"1247300,00","88841,63","0,00","0,00","0,00","0,00","0,00","0,00","31685,35","88841,63","31685,35","57156,28","10942,40","5471,20","5471,20","57156,28","10942,40","5471,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5471,20","0,00",,,,,,,,
1144,"1539989,00",,"1539989,00","4622,00",,"4622,00",,,,"2075944,00",,"2037875,00",,,,"1539989,00",,"1,00",,,,,,,,,,,,,,"538506,00","1881251,00",,,"1326786,00","40979,00",,"40979,00","14802,00",,"14802,00",,,,,,,,,,,,,,,,,,,,,,,,,,"1184,16",,,,,,,,
1151,"554026,00",,"554026,00","525,00",,"525,00",,,,"950499,00",,"916825,00",,,,"554026,00",,"1,02",,,,,,,,,,,,,,"144008,00","567727,00",,,"587536,00","172244,00",,"172244,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1158,"2339881,00","2339881,00","2339881,00","106469,00","106469,00","106469,00","312,00","312,00","312,00","2629121,00","2384875,00","2384875,00","0,00","0,00","0,00","2339881,00","0,00","1,00","0,00","2285263,00",,,,,,,,,,"22809,00","1915069,00","1724067,00","4898643,00","60105,00","3723787,00","4155291,00","600984,00","600984,00","600984,00","2030800,00","2030800,00","2030800,00","158334,00","158334,00","43993,00","114341,00","4130,00","2069,00","2061,00","43993,00","158334,00","43993,00","114341,00","4130,00","2069,00","2061,00","114341,00","4130,00","2069,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2061,00","0,00",,,,,,,,
1165,"773187,00",,"773187,00","2910,00",,"2910,00",,,,"660879,00",,"660879,00",,,,"773187,00","40768,00","0,99",,,,,,,,,,,,,,"417272,00","801861,00",,,"887209,00","451016,00",,"451016,00","12498,00",,"12498,00",,,,,,,,,,,,,,,,,,,,,,,,,,"999,82",,,,,,,,
1184,"218297,00",,"218297,00","532,00",,"532,00",,,,"110914,00",,"118991,00",,,,"218297,00","21835,00","1,02",,,,,,,,,,,,,,"59790,00","232272,00",,,"87089,00","511948,00",,"511948,00","58057,00",,"58057,00","0,00","0,00","0,00","0,00","3260,14","1630,07","1630,07","0,00","0,00","0,00","0,00","3260,14","1630,07","1630,07","0,00","3260,14","1630,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1630,07","1384,45",,,,,,,,
1189,"4981389,00","4981389,00","4981389,00","11211,00","11211,00","11211,00","0,00","0,00","0,00","18219970,00","18224615,00","18224615,00","0,00","0,00","0,00","4981389,00","419453,00","1,00","0,00","12533884,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20607,00","145410,00","2926075,00","2437607,00","2733845,00","2379055,00","3650681,00","1478891,00","1478891,00","1478891,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1197,"486945,00",,"486945,00","0,00",,"0,00",,,,"387977,00",,"387977,00",,,,"486945,00",,"0,69",,,,,,,,,,,,,,"486000,00","497640,00",,,"428111,00","109971,00",,"109971,00","255525,00",,"255525,00",,,,,,,,,,,,,,,,,,,,,,,,,,"20442,00",,,,,,,,
121,"48888038,00","48888038,00","48888038,00","392805,00","392805,00","392805,00","0,00","0,00","0,00","6607567,00","6607567,00","6607567,00","33,00","33,00","33,00","50352655,00","27771567,00","0,98","0,00","2432035,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4518,00","26632452,00","4176098,00","17526009,00","1538978,00","14570435,00","19464997,00","5095561,00","5095561,00","5095561,00","65276075,00","65276075,00","65276075,00","2562267,00","2562267,00","2207832,00","354435,00","2574820,00","1395779,00","1179041,00","2207832,00","2562267,00","2207832,00","354435,00","2574820,00","1395779,00","1179041,00","354435,00","2574820,00","1395779,00","7649,00","6374,00","1275,00","0,00","0,00","0,00","0,00","1179041,00","77350,00",,,,,,,,
1242,"1138127,00","1138127,00","1138127,00","1650599,00","1650599,00","1650599,00","0,00","0,00","0,00","6662728,00","6487738,00","6487738,00","0,00","0,00","0,00","1138127,00","476885,00","100,00","0,00","3752077,00",,,,,,,,,,"7211,00","3330143,00","3807969,00","5687531,00","1071103,00","5065124,00","6385454,00","1677853,00","1677853,00","1677853,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
128,"113077,00","113077,00","113077,00","66764,00","66764,00","66764,00","0,00","0,00","0,00","50058613,00","50433435,00","50433435,00","0,00","0,00","0,00","113077,00","0,00","1,00","100,00","49490841,00",,,,,,,,,,"0,00","9739359,00","653100,00","833230,00","55678910,00","1081129,00","1081179,00","6644061,00","7312622,00","7312622,00","9650,00","9650,00","9650,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","772,00",,,,,,,,
1280,"1191129,00",,"1191129,00","65813,00",,"65813,00",,,,"3296637,00",,"3262095,00",,,,"1191129,00",,"1,00",,,,,,,,,,,,,,"1452118,00","1532036,00",,,"2103252,00","219896,00",,"219896,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1281,"394145,00",,"394145,00","147,00",,"147,00","0,00",,"0,00","1230317,00",,"1230298,00",,,,"584506,00","33053,00","0,99",,,,,,,,,,,,,,"181176,00","588639,00",,,"338003,00","37512,00",,"37512,00","6730,00",,"6730,00","538,40","0,00",,,"0,00",,,"384,57","538,40","384,57","153,83","0,00","0,00","0,00","153,83","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1288,"2221296,00","2221296,00","2221296,00","10472,00","10472,00","10472,00",,,,"3134036,00","2717953,00","2717953,00",,,,"2979298,00",,"1,00",,"433578,00",,,,,,,,,,"5609,00","1965011,00","1911726,00","3298415,00","225941,00","2812739,00","3523298,00","689777,00","706152,00","706152,00","175086,00","175086,00","175086,00","11026,42","11026,42","1718,36","9308,06","0,00","0,00","0,00","1718,36","11026,42","1718,36","9308,06","0,00","0,00","0,00","9308,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2980,44",,,,,,,,
1291,"1070750,00",,"1070750,00","153,00",,"153,00",,,,"196455,00",,"152711,00",,,,"1070750,00",,"0,99",,,,,,,,,,,,,,,"1107895,00",,,"419722,00","10146,00",,"10146,00","4175,00",,"4175,00","334,00","334,00","168,00","166,00",,,,"168,00","334,00","168,00","166,00",,,,"166,00",,,,,,,,,,,,,,,,,,,
1293,"5658279,00",,"5658279,00","15335,00",,"15335,00","79127,00",,"79127,00","1979466,00",,"1970676,00",,,,"5658279,00",,"1,02",,,,,,,,,,,,,,"5728606,00","6543610,00",,,"5475363,00","97016,00",,"97016,00","17486,00",,"17486,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1398,86",,,,,,,,
1307,"20888981,00","20888981,00","20888981,00","97934,00","97934,00","97934,00","1042404,00","1042404,00","1042404,00","8546565,00","8492388,00","8492388,00","0,00","0,00","0,00","20888981,00","334495,00","0,87","196687,00","4256741,00",,,,,,,,,,"20033,00","5292049,00","9843149,00","34686804,00","42514,00","20402473,00","31882330,00","2130068,00","2130068,00","2130068,00","9815444,00","9815444,00","9815444,00","758469,70","758469,70","203146,04","555323,66","8825,96","4412,98","4412,98","203146,04","758469,70","203146,04","555323,66","8825,96","4412,98","4412,98","555323,66","8825,96","4412,98","24,38","0,10","24,28","0,00","0,00","0,00","0,00","4412,98","17915,46",,,,,,,,
1309,"163446,00",,"163446,00","858,00",,"858,00","0,00",,"0,00","196620,00",,"32857,00","0,00",,"0,00","163446,00","6673,00","0,58",,,,,,,,,,,,,,"163205,00","164333,00",,,"154708,00","728298,00",,"728298,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1312,"794999,00",,"794999,00","1540,00",,"1540,00","0,00",,"0,00","1686215,00",,"1488397,00","0,00",,"0,00","794999,00","14080,00","1,00",,,,,,,,,,,,,,,"827995,00",,,"886610,00","206690,00",,"206690,00","0,00",,"0,00","0,00","0,00",,,"0,00",,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1317,"10742007,00","10742007,00","10742007,00","503844,00","503844,00","503844,00","0,00","0,00","0,00","2234640,00","1530022,00","1530022,00","0,00","0,00","0,00","10742007,00","0,00","1,02","9276,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1328463,00","2384402,00","13392951,00","50,00","10154728,00","11204522,00","1618447,00","1618447,00","1618447,00","141170,00","141170,00","141170,00","11293,59","11293,59","6274,22","5019,37","0,00","0,00","0,00","6274,22","11293,59","6274,22","5019,37","0,00","0,00","0,00","5019,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1319,"812293,00","812293,00","812293,00","323723,00","323723,00","323723,00",,,,"6443306,00","6687293,00","6687293,00",,,,"4715987,00",,"1,02",,"3602831,00",,,,,,,,,,"5713,00","12073944,00","4120269,00","6915740,00","7242083,00","1685082,00","2352583,00","3781546,00","3781545,00","3781545,00","3518425,00","3518425,00","3518425,00","281446,87","281446,87","47559,67","233887,20","0,00","0,00","0,00","47559,67","281446,87","47559,67","233887,20","0,00","0,00","0,00","233887,20","0,00","0,00",,,,,,,,"0,00","27,13",,,,,,,,
1326,"188786231,00","188786231,00","188786231,00","23123769,00","23123769,00","23123769,00","5868432,00","5868432,00","5868432,00","2071389386,00","2065984873,00","2065984873,00","3212,00","3212,00","3212,00","464936661,00","78740468,00","1,00","14649782,00","1183903765,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","229220,00","1051123708,00","546978132,00","897360480,00","338174495,00","1322995748,00","1655454231,00","154185040,00","154185040,00","154185040,00","124098256,00","124098256,00","124098256,00","7384765,29","7384765,29","3066518,98","4318246,21","261282,20","34638,05","226494,09","3066518,98","7384765,29","3066518,98","4318246,21","261282,20","34638,05","226494,09","4318246,21","261282,20","34638,05","5635,73","4696,44","939,29","0,00","24645,56","0,10","150,06","226494,09","2276177,29",,,,,,,,
1329,"1116486,00","1116486,00","1116486,00","205229,00","205229,00","205229,00","2541,00","2541,00","2541,00","6201892,00","6241516,00","6241516,00",,,,"1116486,00",,"0,99",,"2311022,00",,,,,,,,,,"12581,00","3257948,00","1551028,00","2764529,00","3244846,00","1659163,00","1887929,00","1159520,00","1487182,00","1487182,00","274080,00","274080,00","274080,00","21886,52","21886,52","5471,10","16415,42",,,,"5471,10","21886,52","5471,10","16415,42",,,,"16415,42",,,"22,20","18,50","3,70",,,,,,,,,,,,,,
1343,"8647393,00","8647393,00","8647393,00","527809,00","527809,00","527809,00","37450,00","37450,00","37450,00","30781140,00","30408030,00","30408030,00","0,00","0,00","0,00","8647393,00","0,00","0,99","0,00","23855533,00",,,,,,,,,,"124711,00","5205258,00","7866690,00","19190401,00","15708991,00","14030682,00","28416758,00","1398824,00","1398824,00","1398824,00","1537288,00","1537288,00","1537288,00","112196,00","112196,00","57956,00","54240,00",,,,"57956,00","112196,00","57956,00","54240,00",,,,"54240,00",,,"10787,00","8989,00","1798,00",,,,,,,,,,,,,,
1352,"2053848,00","2053848,00","2053848,00","122436,00","122436,00","122436,00",,,,"1774104,00","1567201,00","1567201,00",,,,"2053848,00",,"1,18",,"802372,00",,,,,,,,,,"4679,00","594650,00","849459,00","4866488,00","2254081,00","1915296,00","2171908,00","360995,00","360995,00","360995,00","663401,00","663401,00","663401,00","98,74","98,74","98,74",,"52973,38","26486,69","26486,69","98,74","98,74","98,74",,"52973,38","26486,69","26486,69",,"52973,38","26486,69",,,,,,,,"26486,69",,,,,,,,,
1354,"63809040,00","63809040,00","63809040,00","5120737,00","5120737,00","5120737,00",,,,"61598970,00","61357077,00","61357077,00",,,,"63809040,00","1350559,00","1,00","488390,00","40164990,00",,,,,,,,,,"57403,00","23236134,00","33505566,00","52087055,00","13850969,00","76626255,00","85063895,00","2051098,00","2051098,00","2051098,00","592604,00","592604,00","592604,00","47408,31","47408,31","12121,28","35287,03",,,,"12121,28","47408,31","12121,28","35287,03",,,,"35287,03",,,,,,,,,,,,,,,,,,,
1370,"2055039,00",,"2055039,00","823,00",,"823,00","14138,00",,"14138,00","800727,00",,"778871,00",,,,"2055039,00",,"1,00",,,,,,,,,,,,,,"905203,00","3352392,00",,,"2436272,00","38467,00",,"38467,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,"1244504,00","1244504,00","1244504,00","45973,00","45973,00","45973,00","0,00","0,00","0,00","3200615,00","3200615,00","3200615,00","0,00","0,00","0,00","3469880,00","295490,00","1,11","0,00","1404942,00",,,,,,,,,,"14163,00","1015950,00","4855439,00","5873397,00","240481,00","2146771,00","3383844,00","116333,00","116333,00","116333,00","1825681,00","1825681,00","1825681,00","145276,66","145276,66","103461,71","41814,95","777,82","388,91","388,91","103461,71","145276,66","103461,71","41814,95","777,82","388,91","388,91","41814,95","777,82","388,91","0,00","0,00","0,00","0,00","0,00","0,00","0,00","388,91","0,00",,,,,,,,
1398,"1134284,00","1134284,00","1134284,00","4386,00","4386,00","4386,00","0,00","0,00","0,00","17235528,00","17065361,00","17065361,00","0,00","0,00","0,00","1134284,00","0,00","1,00","0,00","13631507,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13828,00","16409626,00","991474,00","1695209,00","16372797,00","2606332,00","2965526,00","11265728,00","11265728,00","11265728,00","81130,00","81130,00","81130,00","0,00","0,00","0,00","0,00","85,68","42,84","42,84","0,00","0,00","0,00","0,00","85,68","42,84","42,84","0,00","85,68","42,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","42,84","6404,70",,,,,,,,
1399,"1326120,00",,"1326120,00","152666,00",,"152666,00",,,,"723468,00",,"723468,00",,,,"1326120,00","2260,00","1,00",,,,,,,,,,,,,,"84003,00","2088820,00",,,"1779044,00","123674,00",,"277686,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,,,,,,,
1405,"195248,00",,"195248,00","340,00",,"340,00","4298,00",,"4298,00","926287,00",,"895456,00","0,00",,"0,00","195248,00","19419,00","0,87",,,"0,00","0,00","0,00",,,,"0,00","0,00","0,00",,,"322216,00","654339,00",,,"811903,00","597792,00",,"597792,00","19856,00",,"19856,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1588,49",,,,,,,,
1411,"2433967,00","2433967,00","2433967,00","136889,00","136889,00","136889,00","0,00","0,00","0,00","2698659,00","2640918,00","2640918,00","5,00","5,00","5,00","3353875,00","44995,00","1,00","0,00","908886,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6708,00","2960277,00","2475719,00","3639871,00","703518,00","2233094,00","2217594,00","975977,00","975977,00","975977,00","70688,00","70688,00","70688,00","5655,06","5655,06","4831,80","823,26","0,00","0,00","0,00","4831,80","5655,06","4831,80","823,26","0,00","0,00","0,00","823,26","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,
1439,"37449667,00","37449667,00","37449667,00","7258999,00","7258999,00","7258999,00","130523,00","130523,00","130523,00","148926447,00","146561643,00","146561643,00","369,00","369,00","369,00","37449667,00","4444108,00","0,99","15869,00","98894417,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","89232,00","31075550,00","55475437,00","65313054,00","27943941,00","47480311,00","77899461,00","21681747,00","21681747,00","21681747,00","1986238,00","1986238,00","1986238,00","151215,00","151215,00","38207,00","113008,00","7684,00","3842,00","3842,00","38207,00","151215,00","38207,00","113008,00","7684,00","3842,00","3842,00","113008,00","7684,00","3842,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3842,00","0,00",,,,,,,,
1455,"1237394,00",,"1237394,00","15376,00",,"15376,00","3124,00",,"3124,00","4254401,00",,"3975311,00",,,,"1237394,00","137500,00","1,00",,,,,,,,,,,,,,"805565,00","1574788,00",,,"1577931,00","689359,00",,"689359,00","85475,00",,"85475,00",,,,,,,,,,,,,,,,,,,,,,,,,,"6838,00",,,,,,,,
